id,rating
5_788,3.0125583322479215
68_7438,3.994003283482922
336_40412,3.9591639423321543
803_3822,3.823253901039242
547_903,4.42262814356505
514_5379,3.5001896318445445
367_190939,4.508371977785725
345_3007,4.456873164200125
468_5782,4.296899920112108
441_2908,3.8840762707492757
30_5459,3.4299811000406
865_2114,4.81636013291829
379_25750,1.971733500541924
754_231,3.586201071002925
986_852,2.5705488794929736
973_4963,3.847602282623988
860_830,2.2212998075069534
541_5349,3.977382902335242
155_112,3.2807529739086037
166_2470,3.451799602544663
548_114246,3.213653997918633
756_45722,4.183149297783399
848_2001,3.5548038742391688
253_318,4.527355644113885
441_5377,3.488397092437264
240_2002,4.919360265437267
532_333,4.16317384494263
12_1196,4.47575821315194
217_2402,2.7781506373614517
947_80463,3.397796920791045
770_288,2.371936003770917
12_1212,3.9575444359645373
927_2959,3.9327339492764963
477_1921,3.8145719872918558
983_1079,3.615468582420237
803_1247,4.787333548385352
648_152025,1.4778303925977871
541_8665,4.5878596750754
535_3044,4.475523203937077
861_912,4.373657893292008
204_4973,4.341304082849558
132_4223,3.567209400770456
772_1591,1.5708818429530205
997_84312,1.3086195981024258
729_1198,3.5920181701119085
97_1204,3.8193750942345854
59_2139,3.267235241064008
31_2640,2.6622847268054763
901_59126,3.3605539924488737
321_10,2.647346253777339
125_2169,3.1693748094487733
851_224,3.0092793971457104
132_2858,3.1370216521964704
859_288,3.511448625891301
175_3286,3.0100698319926327
846_5433,2.0867466018925502
608_68954,3.602527397652372
860_2553,2.1921021562316665
858_5172,2.470823752839599
920_75,1.8857213148033376
622_592,3.247772589689139
927_2901,3.1135373818481495
187_4679,3.925167171590045
469_45501,2.851076217703164
714_49284,3.7320564774269083
632_44022,3.789315522051877
23_2112,4.701861810314668
738_8958,3.5575092005612325
426_5669,3.0663827350392396
284_31878,3.1766782102904587
847_1513,3.2686372335620546
548_144586,3.2256369710809594
648_3448,3.317683462822111
538_59333,3.9210274107413357
150_6383,3.4375136696611968
440_5620,2.2727542041599564
522_5618,3.6968207238479933
489_72998,4.086331665909301
598_3578,4.2803436796261565
164_6874,3.728984238337464
846_1245,3.464936880411087
902_357,3.858145218148404
997_3991,2.0487098712502694
120_2737,3.3859330878434704
445_2208,4.9328658747339835
517_7153,3.1343014189971328
891_58,3.4975355804944983
572_6377,4.466316470878737
548_383,3.187916711812248
176_441,3.918471810607699
572_1374,3.813077678338014
3_63072,3.8187189198771105
57_8974,3.4429704316943486
224_8874,3.297784852479804
997_163771,3.3137451384941152
435_1500,3.1189706027326864
519_509,3.30615509341263
830_420,2.970438931043937
648_7458,3.8560929218150473
187_4270,3.340809940726622
75_2528,3.1443145932251246
23_232,4.38899668326613
446_1060,4.256303822308993
906_102125,4.806116734287842
801_2360,3.9390692659477544
875_208,1.95140400088991
935_47997,4.638578892549743
606_60126,4.573031861739487
983_6378,3.3512191360588224
147_1193,4.4339991742903235
575_72167,3.714362121377346
992_542,2.6079400880740136
831_58559,4.190604376013226
917_2288,3.3318778140954475
414_47,4.383372752449036
823_431,3.14033896076072
226_4228,1.8686463258750083
187_87222,4.008768618771238
572_1499,1.7391420272259088
858_3535,3.4159089182418536
876_3355,2.571561866496287
695_1005,1.0878877849371134
861_861,2.986322272685152
628_96417,3.1343250826858564
113_72226,3.6752300262307926
765_317,4.028971076820529
848_7143,3.513325816238388
57_33171,4.2156893145056875
772_736,2.769308498347271
647_4720,3.3905395870488726
828_1947,3.166130576283751
527_60684,3.2284315587424164
997_59725,2.299743307390381
983_150,3.7494265567695773
828_3074,3.981830117965529
896_66934,4.168277409389206
904_5501,2.1512563725917504
460_2959,4.852884610126924
871_142488,4.082279303138308
548_45517,3.6094322044820686
919_2789,3.849953969979216
515_933,4.070501905530401
72_1250,4.269118764154157
904_8972,3.900269260042751
626_1127,3.899982750904959
296_1233,4.026210435984749
626_6993,2.9773953595551124
612_2019,4.038961315515689
983_74530,2.121981557293931
702_166461,4.073760090808925
653_1235,3.4675545775357484
894_4018,2.0590812484757923
983_1171,3.7044686403821547
847_2975,2.8737293308468805
426_49272,3.2916627345628235
757_3174,3.520602851741861
307_1485,3.4311089314814005
714_8798,4.202071482808741
927_1464,3.6700496128982607
495_1270,4.164470606859746
538_4014,4.49422759364346
714_34336,3.622414172275996
396_237,2.919225292748779
548_81782,2.994422197504447
821_1347,4.077564661097476
69_6377,3.9953291793655143
982_329,4.05234280610275
847_3973,1.0
803_8963,2.838102350481899
997_7154,3.0027789859317693
66_4643,2.9757195669770273
731_596,2.024582503528178
655_440,4.052573690700088
72_3543,3.94903420674934
541_588,4.816002447917933
847_166486,3.2809846883552347
41_1912,3.350712508747368
201_2427,3.6238160422338845
185_2683,3.654551055466937
533_595,4.0928294783507075
300_597,2.574787075595113
803_1238,4.825847674350482
107_2064,3.7370818881347234
626_6596,2.278105733008523
927_1620,2.939716039772245
847_94978,3.8954643187853577
221_1097,3.458747034646918
741_60397,3.0795777865106793
987_56367,3.8826809594163447
597_500,3.4233765087597474
748_217,2.9075994458851526
551_33493,2.782779781570363
548_142871,4.008835544142858
175_4023,3.605731273985463
12_2137,3.6155773564439553
561_1892,3.0585536712062957
55_7361,3.5974776039765426
138_1242,3.1316488123541086
519_2300,3.301910442091981
705_7153,3.910334267628333
220_2762,3.7279976065032496
322_647,3.8836544363098415
847_4914,4.4136029025355725
459_647,3.127661590284292
824_2028,3.83274054752218
985_252,3.319080721739739
459_329,4.562670709864638
120_2797,4.677991330370826
626_2890,3.276051004871612
12_3254,2.400320579976443
756_1625,4.714426671374847
548_135991,3.3102155381922147
190_1665,4.315712655103965
606_4343,4.107235852639453
450_82638,2.62028393022596
472_3481,4.275368788441578
805_1100,4.0644272958213
834_788,3.1546658110223857
61_1269,4.022602099951135
567_2000,4.191372630155545
626_30816,3.2982384140315024
847_1164,3.337128317270816
343_6773,4.361112792162141
187_72641,4.250574767745386
19_90522,2.732336686972709
426_26729,3.8500059306427605
416_344,1.5662139703736637
619_3793,3.437791320790514
695_2808,2.001991810254027
675_5481,3.4035652150691553
828_661,2.693689712268985
906_52604,4.033315417141072
436_1148,2.765602897298932
859_81158,4.321311862644075
541_174055,4.066331366510934
705_95510,3.8511814697987696
855_1446,4.740911925437047
241_50,4.450443772021834
192_2087,3.435768506507819
986_2952,1.3422016779998989
213_904,4.735957713227856
59_2396,4.078202349600573
960_6953,3.200181026115088
226_949,3.5074285707258688
889_818,3.0655574715632046
610_4226,3.664180792376326
159_32587,3.040616465166948
278_480,4.434995440156416
243_88785,2.2024440503182605
805_2737,3.729522878726559
381_3526,3.86007540386556
213_659,4.181505724797989
374_631,2.9654379759650293
567_5060,4.304028565201994
997_595,3.2919008124443008
489_2028,4.740317562637741
653_5096,3.4736935132707605
489_63072,4.482767778333798
709_34162,3.452307603431976
277_950,4.20652663339648
942_1020,3.0268323206202505
876_3158,3.1515575534448725
626_42738,3.1930988390058244
756_1876,2.9855382948505547
431_216,2.6074405082237826
357_2716,3.4710582521881896
973_179401,3.227921724060315
794_1089,4.456074467133089
294_116887,2.829645494358932
396_2106,3.2481772742822317
765_160,3.1975351731378865
876_1265,3.538866441794038
167_457,4.537573963118411
648_1262,2.9519936969239966
858_2064,3.62179859768851
860_1975,2.492455235581124
270_1036,4.354158552399943
632_2087,3.3715806297629487
847_55687,3.887522929412688
859_2596,4.3198935359908495
756_44199,4.018653780899297
901_750,4.440856608943155
343_1356,3.863532022451916
89_1200,3.1662323386854867
613_7445,3.619235034150618
548_8614,3.4891606413449314
472_2161,4.27957821814361
416_3108,3.966284864635617
822_6874,2.94641377500595
787_61470,3.578135423526635
626_2316,3.650341599606731
901_152591,3.5407334084393915
59_3598,3.442392909556835
357_4105,3.635877267637456
388_64969,3.8928723825174756
697_48,1.8555330768869498
860_316,3.1612827056373165
396_25,3.325624908818838
997_125932,3.1702535570110766
104_2916,4.527367452708954
294_136564,3.4111144006486276
947_1198,3.6558055465653863
284_63082,2.4417828253874556
704_1704,5.0
3_94677,3.695329665027092
857_111,4.242422922093768
695_1196,4.200596799999748
187_73870,3.4151870494388565
36_1304,4.219964123629981
512_260,4.418294693544003
62_45447,3.779866539309166
601_1304,4.086580337679853
23_3071,4.049704220503246
187_79132,4.767271673732369
164_4993,4.318567360245345
